"DateTime","Station_ID","NO2","PM25","O3"
2012-03-12 21:00:00,"31103",21,8,34
2012-03-12 22:00:00,"31103",17,8,14
2012-03-12 23:00:00,"31103",11,6,30
2012-03-13 00:00:00,"31103",6,8,12
2012-03-13 01:00:00,"31103",7,11,21
2012-03-13 02:00:00,"31103",8,7,12
2012-03-13 03:00:00,"31103",7,7,5
2012-03-13 04:00:00,"31103",14,9,31
2012-03-13 05:00:00,"31103",15,6,20
2012-03-13 06:00:00,"31103",28,8,9
2012-03-13 07:00:00,"31103",23,9,14
2012-03-13 08:00:00,"31103",23,5,10
2012-03-13 09:00:00,"31103",16,2,12
2012-03-13 10:00:00,"31103",14,5,15
2012-03-13 11:00:00,"31103",12,1,2
2012-03-13 12:00:00,"31103",9,3,20
2012-03-13 13:00:00,"31103",7,3,23
2012-03-13 14:00:00,"31103",6,3,33
2012-03-13 15:00:00,"31103",6,9999,20
2012-03-13 16:00:00,"31103",6,6,17
2012-03-13 17:00:00,"31103",7,3,1
2012-03-13 18:00:00,"31103",8,0,20
2012-03-13 19:00:00,"31103",11,2,35
2012-03-13 20:00:00,"31103",13,10,18
2012-03-13 21:00:00,"31103",9,6,19
2012-03-13 22:00:00,"31103",13,4,5
2012-03-13 23:00:00,"31103",18,5,25
2012-03-14 00:00:00,"31103",26,5,10
2012-03-14 01:00:00,"31103",20,3,6
2012-03-14 02:00:00,"31103",16,2,6
2012-03-14 03:00:00,"31103",19,4,21
2012-03-14 04:00:00,"31103",18,3,31
2012-03-14 05:00:00,"31103",31,4,25
2012-03-14 06:00:00,"31103",37,4,21
2012-03-14 07:00:00,"31103",41,7,2
2012-03-14 08:00:00,"31103",35,5,20
2012-03-14 09:00:00,"31103",29,7,22
2012-03-14 10:00:00,"31103",25,6,14
2012-03-14 11:00:00,"31103",17,6,40
2012-03-14 12:00:00,"31103",15,3,17
2012-03-14 13:00:00,"31103",14,3,23
2012-03-14 14:00:00,"31103",10,2,9
2012-03-14 15:00:00,"31103",12,3,17
2012-03-14 16:00:00,"31103",11,0,8
2012-03-14 17:00:00,"31103",9,4,13
2012-03-14 18:00:00,"31103",13,0,19
2012-03-14 19:00:00,"31103",22,0,23
2012-03-14 20:00:00,"31103",38,9,30
2012-03-14 21:00:00,"31103",21,8,28
2012-03-14 22:00:00,"31103",15,7,11
2012-03-14 23:00:00,"31103",14,8,23
2012-03-15 00:00:00,"31103",11,9,12
2012-03-15 01:00:00,"31103",9,2,2
2012-03-15 02:00:00,"31103",9,1,1
2012-03-15 03:00:00,"31103",9,3,9
2012-03-15 04:00:00,"31103",8,4,41
2012-03-15 05:00:00,"31103",10,5,22
2012-03-15 06:00:00,"31103",14,8,3
2012-03-15 07:00:00,"31103",15,7,13
2012-03-15 08:00:00,"31103",10,5,1
2012-03-15 09:00:00,"31103",10,4,4
2012-03-15 10:00:00,"31103",10,6,3
2012-03-15 11:00:00,"31103",11,5,11
2012-03-15 12:00:00,"31103",10,5,2
2012-03-15 13:00:00,"31103",28,13,1
2012-03-15 14:00:00,"31103",28,18,4
2012-03-15 15:00:00,"31103",32,14,35
2012-03-15 16:00:00,"31103",34,8,28
2012-03-15 17:00:00,"31103",24,5,30
2012-03-15 18:00:00,"31103",18,9,18
2012-03-15 19:00:00,"31103",16,10,7
2012-03-15 20:00:00,"31103",17,13,12
2012-03-15 21:00:00,"31103",15,14,18
2012-03-15 22:00:00,"31103",17,11,25
2012-03-15 23:00:00,"31103",15,6,21
2012-03-16 00:00:00,"31103",11,6,20
2012-03-16 01:00:00,"31103",11,8,2
2012-03-16 02:00:00,"31103",9,6,17
2012-03-16 03:00:00,"31103",11,7,24
2012-03-16 04:00:00,"31103",18,7,4
2012-03-16 05:00:00,"31103",27,9,3
2012-03-16 06:00:00,"31103",27,6,1
2012-03-16 07:00:00,"31103",28,12,23
2012-03-16 08:00:00,"31103",31,17,11
2012-03-16 09:00:00,"31103",32,22,25
2012-03-16 10:00:00,"31103",32,22,11
2012-03-16 11:00:00,"31103",20,11,2
2012-03-16 12:00:00,"31103",33,23,5
2012-03-16 13:00:00,"31103",34,22,10
2012-03-16 14:00:00,"31103",26,22,17
2012-03-16 15:00:00,"31103",26,21,11
2012-03-16 16:00:00,"31103",26,20,5
2012-03-16 17:00:00,"31103",33,25,6
2012-03-16 18:00:00,"31103",39,28,17
2012-03-16 19:00:00,"31103",29,22,11
2012-03-16 20:00:00,"31103",46,29,32
2012-03-16 21:00:00,"31103",38,25,22
2012-03-16 22:00:00,"31103",30,22,27
2012-03-16 23:00:00,"31103",23,19,25
2012-03-17 00:00:00,"31103",13,6,23
2012-03-17 01:00:00,"31103",8,9999,27
2012-03-17 02:00:00,"31103",6,9999,24
2012-03-17 03:00:00,"31103",5,0,18
2012-03-17 04:00:00,"31103",5,0,22
2012-03-17 05:00:00,"31103",6,0,22
2012-03-17 06:00:00,"31103",7,0,11
2012-03-17 07:00:00,"31103",7,1,18
2012-03-17 08:00:00,"31103",8,2,24
2012-03-17 09:00:00,"31103",8,2,8
2012-03-17 10:00:00,"31103",9,4,27
2012-03-17 11:00:00,"31103",10,3,8
2012-03-17 12:00:00,"31103",10,3,2
2012-03-17 13:00:00,"31103",9,3,21
2012-03-17 14:00:00,"31103",8,7,12
2012-03-17 15:00:00,"31103",9,12,14
2012-03-17 16:00:00,"31103",11,13,11
2012-03-17 17:00:00,"31103",14,9,13
2012-03-17 18:00:00,"31103",16,8,12
2012-03-17 19:00:00,"31103",16,8,19
2012-03-17 20:00:00,"31103",16,8,15
2012-03-17 21:00:00,"31103",17,8,18
2012-03-17 22:00:00,"31103",18,10,6
2012-03-17 23:00:00,"31103",19,10,27
2012-03-18 00:00:00,"31103",17,6,28
2012-03-18 01:00:00,"31103",16,8,24
2012-03-18 02:00:00,"31103",24,12,13
2012-03-18 03:00:00,"31103",22,8,28
2012-03-18 04:00:00,"31103",25,11,19
2012-03-18 05:00:00,"31103",27,8,14
2012-03-18 06:00:00,"31103",26,5,27
2012-03-18 07:00:00,"31103",26,9,3
2012-03-18 08:00:00,"31103",24,8,8
2012-03-18 09:00:00,"31103",28,10,16
2012-03-18 10:00:00,"31103",25,10,25
2012-03-18 11:00:00,"31103",19,8,25
2012-03-18 12:00:00,"31103",20,12,11
2012-03-18 13:00:00,"31103",18,4,22
2012-03-18 14:00:00,"31103",18,4,23
2012-03-18 15:00:00,"31103",15,8,14
2012-03-18 16:00:00,"31103",13,14,6
2012-03-18 17:00:00,"31103",13,13,22
2012-03-18 18:00:00,"31103",17,17,20
2012-03-18 19:00:00,"31103",19,22,16
2012-03-18 20:00:00,"31103",27,26,13
2012-03-18 21:00:00,"31103",42,18,13
2012-03-18 22:00:00,"31103",42,27,12
2012-03-18 23:00:00,"31103",43,32,28
2012-03-19 00:00:00,"31103",45,24,32
2012-03-19 01:00:00,"31103",44,17,23
2012-03-19 02:00:00,"31103",43,17,12
2012-03-19 03:00:00,"31103",43,20,5
2012-03-19 04:00:00,"31103",42,23,15
2012-03-19 05:00:00,"31103",41,22,18
2012-03-19 06:00:00,"31103",42,21,16
2012-03-19 07:00:00,"31103",43,23,15
2012-03-19 08:00:00,"31103",47,30,4
2012-03-19 09:00:00,"31103",45,35,20
2012-03-19 10:00:00,"31103",42,23,15
2012-03-19 11:00:00,"31103",38,32,8
2012-03-19 12:00:00,"31103",32,32,27
2012-03-19 13:00:00,"31103",33,23,28
2012-03-19 14:00:00,"31103",42,23,24
2012-03-19 15:00:00,"31103",40,21,18
2012-03-19 16:00:00,"31103",32,15,30
2012-03-19 17:00:00,"31103",36,19,28
2012-03-19 18:00:00,"31103",27,31,24
2012-03-19 19:00:00,"31103",23,37,24
2012-03-19 20:00:00,"31103",20,24,29
2012-03-19 21:00:00,"31103",20,15,32
2012-03-19 22:00:00,"31103",22,13,22
2012-03-19 23:00:00,"31103",18,9,7
2012-03-20 00:00:00,"31103",25,16,25
2012-03-20 01:00:00,"31103",36,21,42
2012-03-20 02:00:00,"31103",39,25,27
2012-03-20 03:00:00,"31103",27,23,30
2012-03-20 04:00:00,"31103",16,16,24
2012-03-20 05:00:00,"31103",19,6,28
2012-03-20 06:00:00,"31103",28,8,20
2012-03-20 07:00:00,"31103",39,19,6
2012-03-20 08:00:00,"31103",35,19,36
2012-03-20 09:00:00,"31103",33,6,2
2012-03-20 10:00:00,"31103",38,12,20
2012-03-20 11:00:00,"31103",31,10,4
2012-03-20 12:00:00,"31103",24,11,2
2012-03-20 13:00:00,"31103",27,7,19
2012-03-20 14:00:00,"31103",27,12,5
2012-03-20 15:00:00,"31103",22,13,2
2012-03-20 16:00:00,"31103",19,9,26
2012-03-20 17:00:00,"31103",13,11,35
2012-03-20 18:00:00,"31103",14,8,22
2012-03-20 19:00:00,"31103",16,7,33
2012-03-20 20:00:00,"31103",15,6,27
2012-03-20 21:00:00,"31103",15,6,7
2012-03-20 22:00:00,"31103",14,3,22
2012-03-20 23:00:00,"31103",10,4,12
2012-03-21 00:00:00,"31103",14,7,30
2012-03-21 01:00:00,"31103",20,9,20
2012-03-21 02:00:00,"31103",19,11,19
2012-03-21 03:00:00,"31103",25,14,22
2012-03-21 04:00:00,"31103",33,12,19
2012-03-21 05:00:00,"31103",35,0,23
2012-03-21 06:00:00,"31103",36,8,32
2012-03-21 07:00:00,"31103",40,16,32
2012-03-21 08:00:00,"31103",43,19,30
2012-03-21 09:00:00,"31103",41,15,32
2012-03-21 10:00:00,"31103",34,13,22
2012-03-21 11:00:00,"31103",23,18,23
2012-03-21 12:00:00,"31103",19,8,10
2012-03-21 13:00:00,"31103",25,14,16
2012-03-21 14:00:00,"31103",30,14,2
2012-03-21 15:00:00,"31103",35,16,28
2012-03-21 16:00:00,"31103",27,14,37
2012-03-21 17:00:00,"31103",31,14,24
2012-03-21 18:00:00,"31103",24,11,10
2012-03-21 19:00:00,"31103",13,8,10
2012-03-21 20:00:00,"31103",18,6,20
2012-03-21 21:00:00,"31103",17,5,25
2012-03-21 22:00:00,"31103",29,9,32
2012-03-21 23:00:00,"31103",25,7,39
2012-03-22 00:00:00,"31103",33,9,34
2012-03-22 01:00:00,"31103",39,10,27
2012-03-22 02:00:00,"31103",40,14,27
2012-03-22 03:00:00,"31103",38,12,25
2012-03-22 04:00:00,"31103",38,14,6
2012-03-22 05:00:00,"31103",39,16,10
2012-03-22 06:00:00,"31103",29,21,30
2012-03-22 07:00:00,"31103",22,20,18
2012-03-22 08:00:00,"31103",28,16,19
2012-03-22 09:00:00,"31103",22,10,26
2012-03-22 10:00:00,"31103",19,10,7
2012-03-22 11:00:00,"31103",21,12,25
2012-03-22 12:00:00,"31103",24,18,18
2012-03-22 13:00:00,"31103",25,16,45
2012-03-22 14:00:00,"31103",32,20,4
2012-03-22 15:00:00,"31103",38,20,13
2012-03-22 16:00:00,"31103",32,18,25
2012-03-22 17:00:00,"31103",34,20,22
2012-03-22 18:00:00,"31103",23,12,18
2012-03-22 19:00:00,"31103",25,15,31
2012-03-22 20:00:00,"31103",42,26,5
2012-03-22 21:00:00,"31103",17,12,3
2012-03-22 22:00:00,"31103",28,12,45
2012-03-22 23:00:00,"31103",33,21,13
2012-03-23 00:00:00,"31103",16,21,17
2012-03-23 01:00:00,"31103",7,12,36
2012-03-23 02:00:00,"31103",5,9,24
2012-03-23 03:00:00,"31103",5,4,45
2012-03-23 04:00:00,"31103",5,2,17
2012-03-23 05:00:00,"31103",9,0,21
2012-03-23 06:00:00,"31103",14,9999,24
2012-03-23 07:00:00,"31103",17,9999,42
2012-03-23 08:00:00,"31103",9,9999,36
2012-03-23 09:00:00,"31103",10,9999,30
2012-03-23 10:00:00,"31103",10,9999,26
2012-03-23 11:00:00,"31103",10,9999,28
2012-03-23 12:00:00,"31103",7,0,25
2012-03-23 13:00:00,"31103",7,0,14
2012-03-23 14:00:00,"31103",7,0,32
2012-03-23 15:00:00,"31103",7,0,27
2012-03-23 16:00:00,"31103",7,0,33
2012-03-23 17:00:00,"31103",7,0,10
2012-03-23 18:00:00,"31103",8,0,16
2012-03-23 19:00:00,"31103",8,1,10
2012-03-23 20:00:00,"31103",8,1,10
2012-03-23 21:00:00,"31103",6,0,19
2012-03-23 22:00:00,"31103",8,2,31
2012-03-23 23:00:00,"31103",5,0,29
2012-03-24 00:00:00,"31103",5,1,42
2012-03-24 01:00:00,"31103",5,0,27
2012-03-24 02:00:00,"31103",5,7,13
2012-03-24 03:00:00,"31103",4,0,19
2012-03-24 04:00:00,"31103",4,0,33
2012-03-24 05:00:00,"31103",4,0,33
2012-03-24 06:00:00,"31103",5,0,46
2012-03-24 07:00:00,"31103",5,0,35
2012-03-24 08:00:00,"31103",6,0,34
2012-03-24 09:00:00,"31103",6,0,33
2012-03-24 10:00:00,"31103",5,1,48
2012-03-24 11:00:00,"31103",6,1,29
2012-03-24 12:00:00,"31103",6,4,15
2012-03-24 13:00:00,"31103",6,1,15
2012-03-24 14:00:00,"31103",7,3,20
2012-03-24 15:00:00,"31103",6,2,16
2012-03-24 16:00:00,"31103",6,2,17
2012-03-24 17:00:00,"31103",7,7,2
2012-03-24 18:00:00,"31103",8,4,35
2012-03-24 19:00:00,"31103",8,4,25
2012-03-24 20:00:00,"31103",6,3,28
2012-03-24 21:00:00,"31103",9,3,16
2012-03-24 22:00:00,"31103",9,3,3
2012-03-24 23:00:00,"31103",11,5,20
2012-03-25 00:00:00,"31103",9,3,19
2012-03-25 01:00:00,"31103",9,3,8
2012-03-25 02:00:00,"31103",9,4,25
2012-03-25 03:00:00,"31103",9,5,20
2012-03-25 04:00:00,"31103",11,5,18
2012-03-25 05:00:00,"31103",10,5,17
2012-03-25 06:00:00,"31103",9,4,20
2012-03-25 07:00:00,"31103",12,4,4
2012-03-25 08:00:00,"31103",13,4,30
2012-03-25 09:00:00,"31103",18,8,50
2012-03-25 10:00:00,"31103",15,11,38
2012-03-25 11:00:00,"31103",11,11,37
2012-03-25 12:00:00,"31103",11,10,40
2012-03-25 13:00:00,"31103",11,9,21
2012-03-25 14:00:00,"31103",9,5,20
2012-03-25 15:00:00,"31103",9,9,17
2012-03-25 16:00:00,"31103",8,7,9
2012-03-25 17:00:00,"31103",12,11,35
2012-03-25 18:00:00,"31103",5,0,31
2012-03-25 19:00:00,"31103",6,0,23
2012-03-25 20:00:00,"31103",6,0,12
2012-03-25 21:00:00,"31103",4,0,37
2012-03-25 22:00:00,"31103",4,0,19
2012-03-25 23:00:00,"31103",3,0,16
2012-03-26 00:00:00,"31103",4,2,19
2012-03-26 01:00:00,"31103",3,1,10
2012-03-26 02:00:00,"31103",3,0,40
2012-03-26 03:00:00,"31103",4,0,15
2012-03-26 04:00:00,"31103",4,1,2
2012-03-26 05:00:00,"31103",6,3,26
2012-03-26 06:00:00,"31103",8,4,38
2012-03-26 07:00:00,"31103",9,5,49
2012-03-26 08:00:00,"31103",7,4,19
2012-03-26 09:00:00,"31103",7,3,11
2012-03-26 10:00:00,"31103",7,4,31
2012-03-26 11:00:00,"31103",6,2,18
2012-03-26 12:00:00,"31103",5,3,15
2012-03-26 13:00:00,"31103",5,2,37
2012-03-26 14:00:00,"31103",5,2,14
2012-03-26 15:00:00,"31103",5,3,6
2012-03-26 16:00:00,"31103",6,3,7
2012-03-26 17:00:00,"31103",6,3,2
2012-03-26 18:00:00,"31103",6,3,6
2012-03-26 19:00:00,"31103",7,3,18
2012-03-26 20:00:00,"31103",9,4,9
2012-03-26 21:00:00,"31103",13,4,6
2012-03-26 22:00:00,"31103",19,3,20
2012-03-26 23:00:00,"31103",13,0,3
2012-03-27 00:00:00,"31103",10,1,8
2012-03-27 01:00:00,"31103",11,1,26
2012-03-27 02:00:00,"31103",11,1,14
2012-03-27 03:00:00,"31103",12,3,39
2012-03-27 04:00:00,"31103",14,2,53
2012-03-27 05:00:00,"31103",16,3,26
2012-03-27 06:00:00,"31103",24,3,18
2012-03-27 07:00:00,"31103",24,5,5
2012-03-27 08:00:00,"31103",18,3,6
2012-03-27 09:00:00,"31103",15,5,41
2012-03-27 10:00:00,"31103",14,4,23
2012-03-27 11:00:00,"31103",9,3,20
2012-03-27 12:00:00,"31103",7,3,23
2012-03-27 13:00:00,"31103",9,0,18
2012-03-27 14:00:00,"31103",12,2,22
2012-03-27 15:00:00,"31103",13,5,20
2012-03-27 16:00:00,"31103",16,4,12
2012-03-27 17:00:00,"31103",13,2,48
2012-03-27 18:00:00,"31103",12,4,12
2012-03-27 19:00:00,"31103",12,2,4
2012-03-27 20:00:00,"31103",11,2,2
2012-03-27 21:00:00,"31103",12,1,28
2012-03-27 22:00:00,"31103",13,1,41
2012-03-27 23:00:00,"31103",15,5,26
2012-03-28 00:00:00,"31103",10,1,12
2012-03-28 01:00:00,"31103",12,4,2
2012-03-28 02:00:00,"31103",10,2,29
2012-03-28 03:00:00,"31103",18,6,32
2012-03-28 04:00:00,"31103",29,6,5
2012-03-28 05:00:00,"31103",34,7,23
2012-03-28 06:00:00,"31103",35,7,15
2012-03-28 07:00:00,"31103",26,10,22
2012-03-28 08:00:00,"31103",24,12,13
2012-03-28 09:00:00,"31103",12,11,3
2012-03-28 10:00:00,"31103",6,7,32
2012-03-28 11:00:00,"31103",6,8,19
2012-03-28 12:00:00,"31103",5,8,8
2012-03-28 13:00:00,"31103",7,7,9
2012-03-28 14:00:00,"31103",8,6,11
2012-03-28 15:00:00,"31103",7,7,12
2012-03-28 16:00:00,"31103",7,1,9
2012-03-28 17:00:00,"31103",6,1,4
2012-03-28 18:00:00,"31103",6,2,17
2012-03-28 19:00:00,"31103",6,1,23
2012-03-28 20:00:00,"31103",4,0,30
2012-03-28 21:00:00,"31103",4,0,18
2012-03-28 22:00:00,"31103",5,0,16
2012-03-28 23:00:00,"31103",4,2,2
2012-03-29 00:00:00,"31103",4,3,18
2012-03-29 01:00:00,"31103",4,2,31
2012-03-29 02:00:00,"31103",4,1,12
2012-03-29 03:00:00,"31103",6,2,15
2012-03-29 04:00:00,"31103",5,2,2
2012-03-29 05:00:00,"31103",9,3,26
2012-03-29 06:00:00,"31103",12,2,13
2012-03-29 07:00:00,"31103",12,2,4
2012-03-29 08:00:00,"31103",12,2,6
2012-03-29 09:00:00,"31103",10,1,19
2012-03-29 10:00:00,"31103",10,1,27
2012-03-29 11:00:00,"31103",10,1,23
2012-03-29 12:00:00,"31103",9,1,18
2012-03-29 13:00:00,"31103",8,2,1
2012-03-29 14:00:00,"31103",7,2,22
2012-03-29 15:00:00,"31103",7,3,19
2012-03-29 16:00:00,"31103",8,1,11
2012-03-29 17:00:00,"31103",8,0,37
2012-03-29 18:00:00,"31103",9,3,14
2012-03-29 19:00:00,"31103",9,3,23
2012-03-29 20:00:00,"31103",10,3,7
2012-03-29 21:00:00,"31103",10,1,16
2012-03-29 22:00:00,"31103",13,4,4
2012-03-29 23:00:00,"31103",19,4,13
2012-03-30 00:00:00,"31103",23,3,18
2012-03-30 01:00:00,"31103",28,3,23
2012-03-30 02:00:00,"31103",27,3,30
2012-03-30 03:00:00,"31103",20,1,25
2012-03-30 04:00:00,"31103",21,2,16
2012-03-30 05:00:00,"31103",28,2,22
2012-03-30 06:00:00,"31103",38,5,5
2012-03-30 07:00:00,"31103",37,4,2
2012-03-30 08:00:00,"31103",13,2,1
2012-03-30 09:00:00,"31103",9,3,11
2012-03-30 10:00:00,"31103",15,2,38
2012-03-30 11:00:00,"31103",14,2,19
2012-03-30 12:00:00,"31103",7,0,3
2012-03-30 13:00:00,"31103",7,0,1
2012-03-30 14:00:00,"31103",7,0,1
2012-03-30 15:00:00,"31103",7,0,4
2012-03-30 16:00:00,"31103",9,2,5
2012-03-30 17:00:00,"31103",9,4,7
2012-03-30 18:00:00,"31103",9,5,2
2012-03-30 19:00:00,"31103",8,4,1
2012-03-30 20:00:00,"31103",7,3,6
2012-03-30 21:00:00,"31103",8,3,34
2012-03-30 22:00:00,"31103",6,2,26
2012-03-30 23:00:00,"31103",7,3,31
2012-03-31 00:00:00,"31103",9,4,18
2012-03-31 01:00:00,"31103",10,2,9
2012-03-31 02:00:00,"31103",10,2,9
2012-03-31 03:00:00,"31103",9,1,18
2012-03-31 04:00:00,"31103",9,1,29
2012-03-31 05:00:00,"31103",10,0,18
2012-03-31 06:00:00,"31103",12,4,29
2012-03-31 07:00:00,"31103",13,3,5
2012-03-31 08:00:00,"31103",17,2,22
2012-03-31 09:00:00,"31103",13,3,25
2012-03-31 10:00:00,"31103",12,2,3
2012-03-31 11:00:00,"31103",9,0,3
2012-03-31 12:00:00,"31103",8,7,1
2012-03-31 13:00:00,"31103",9,3,23
2012-03-31 14:00:00,"31103",8,3,8
2012-03-31 15:00:00,"31103",8,2,23
2012-03-31 16:00:00,"31103",7,4,9
2012-03-31 17:00:00,"31103",5,7,6
2012-03-31 18:00:00,"31103",7,2,3
2012-03-31 19:00:00,"31103",10,4,11
2012-03-31 20:00:00,"31103",11,3,15
2012-03-31 21:00:00,"31103",11,2,9
2012-03-31 22:00:00,"31103",10,6,6
2012-03-31 23:00:00,"31103",10,8,3
2012-04-01 00:00:00,"31103",11,8,21
2012-04-01 01:00:00,"31103",18,7,14
2012-04-01 02:00:00,"31103",32,9,33
2012-04-01 03:00:00,"31103",32,11,20
2012-04-01 04:00:00,"31103",29,4,25
2012-04-01 05:00:00,"31103",22,0,28
2012-04-01 06:00:00,"31103",11,4,26
2012-04-01 07:00:00,"31103",13,7,25
2012-04-01 08:00:00,"31103",10,6,23
2012-04-01 09:00:00,"31103",8,10,16
2012-04-01 10:00:00,"31103",9,9,17
2012-04-01 11:00:00,"31103",9,6,20
2012-04-01 12:00:00,"31103",10,7,14
2012-04-01 13:00:00,"31103",9,6,19
2012-04-01 14:00:00,"31103",10,8,23
2012-04-01 15:00:00,"31103",10,9,4
2012-04-01 16:00:00,"31103",15,11,23
2012-04-01 17:00:00,"31103",18,14,4
2012-04-01 18:00:00,"31103",15,11,2
2012-04-01 19:00:00,"31103",9,7,22
2012-04-01 20:00:00,"31103",8,4,6
2012-04-01 21:00:00,"31103",12,4,11
2012-04-01 22:00:00,"31103",11,5,6
2012-04-01 23:00:00,"31103",9,4,14
2012-04-02 00:00:00,"31103",9,2,11
2012-04-02 01:00:00,"31103",9,1,24
2012-04-02 02:00:00,"31103",10,2,18
2012-04-02 03:00:00,"31103",10,3,16
2012-04-02 04:00:00,"31103",11,3,2
2012-04-02 05:00:00,"31103",15,3,27
2012-04-02 06:00:00,"31103",22,5,27
2012-04-02 07:00:00,"31103",23,4,21
2012-04-02 08:00:00,"31103",19,5,14
2012-04-02 09:00:00,"31103",15,0,29
2012-04-02 10:00:00,"31103",11,0,19
2012-04-02 11:00:00,"31103",8,4,18
2012-04-02 12:00:00,"31103",5,2,25
2012-04-02 13:00:00,"31103",6,2,2
2012-04-02 14:00:00,"31103",6,2,4
2012-04-02 15:00:00,"31103",6,0,19
2012-04-02 16:00:00,"31103",7,0,25
2012-04-02 17:00:00,"31103",7,3,27
2012-04-02 18:00:00,"31103",9,0,11
2012-04-02 19:00:00,"31103",12,3,17
2012-04-02 20:00:00,"31103",14,4,24
2012-04-02 21:00:00,"31103",15,4,16
2012-04-02 22:00:00,"31103",16,3,3
2012-04-02 23:00:00,"31103",16,4,24
2012-04-03 00:00:00,"31103",12,3,15
2012-04-03 01:00:00,"31103",12,4,17
2012-04-03 02:00:00,"31103",17,4,10
2012-04-03 03:00:00,"31103",19,5,10
2012-04-03 04:00:00,"31103",20,2,14
2012-04-03 05:00:00,"31103",21,2,29
2012-04-03 06:00:00,"31103",38,9,30
2012-04-03 07:00:00,"31103",37,9,21
2012-04-03 08:00:00,"31103",34,8,11
2012-04-03 09:00:00,"31103",28,6,3
2012-04-03 10:00:00,"31103",24,8,11
2012-04-03 11:00:00,"31103",16,2,13
2012-04-03 12:00:00,"31103",12,0,21
2012-04-03 13:00:00,"31103",16,2,19
2012-04-03 14:00:00,"31103",18,9,2
2012-04-03 15:00:00,"31103",21,1,16
2012-04-03 16:00:00,"31103",34,9,16
2012-04-03 17:00:00,"31103",10,3,4
2012-04-03 18:00:00,"31103",22,6,29
2012-04-03 19:00:00,"31103",38,11,30
2012-04-03 20:00:00,"31103",34,9,19
2012-04-03 21:00:00,"31103",36,10,19
2012-04-03 22:00:00,"31103",15,2,28
2012-04-03 23:00:00,"31103",28,5,29
2012-04-04 00:00:00,"31103",39,7,15
2012-04-04 01:00:00,"31103",14,6,12
2012-04-04 02:00:00,"31103",9,5,30
2012-04-04 03:00:00,"31103",10,3,32
2012-04-04 04:00:00,"31103",10,5,19
2012-04-04 05:00:00,"31103",21,7,3
2012-04-04 06:00:00,"31103",30,7,24
2012-04-04 07:00:00,"31103",35,9,40
2012-04-04 08:00:00,"31103",32,11,26
2012-04-04 09:00:00,"31103",10,3,29
2012-04-04 10:00:00,"31103",5,4,20
2012-04-04 11:00:00,"31103",5,2,23
2012-04-04 12:00:00,"31103",5,2,10
2012-04-04 13:00:00,"31103",5,0,4
2012-04-04 14:00:00,"31103",4,1,30
2012-04-04 15:00:00,"31103",4,3,3
2012-04-04 16:00:00,"31103",5,1,20
2012-04-04 17:00:00,"31103",5,1,6
2012-04-04 18:00:00,"31103",6,0,3
2012-04-04 19:00:00,"31103",9,3,11
2012-04-04 20:00:00,"31103",8,3,4
2012-04-04 21:00:00,"31103",9,1,11
2012-04-04 22:00:00,"31103",12,3,27
2012-04-04 23:00:00,"31103",11,3,33
2012-04-05 00:00:00,"31103",9,2,23
2012-04-05 01:00:00,"31103",7,1,35
2012-04-05 02:00:00,"31103",7,1,19
2012-04-05 03:00:00,"31103",11,0,10
2012-04-05 04:00:00,"31103",9,0,21
2012-04-05 05:00:00,"31103",12,0,5
2012-04-05 06:00:00,"31103",16,2,28
2012-04-05 07:00:00,"31103",15,1,32
2012-04-05 08:00:00,"31103",11,2,14
2012-04-05 09:00:00,"31103",10,2,9
2012-04-05 10:00:00,"31103",9,2,9
2012-04-05 11:00:00,"31103",7,2,23
2012-04-05 12:00:00,"31103",8,3,30
2012-04-05 13:00:00,"31103",7,7,27
2012-04-05 14:00:00,"31103",7,9999,21
2012-04-05 15:00:00,"31103",6,1,28
2012-04-05 16:00:00,"31103",7,1,22
2012-04-05 17:00:00,"31103",7,4,24
2012-04-05 18:00:00,"31103",8,6,6
2012-04-05 19:00:00,"31103",9,5,16
2012-04-05 20:00:00,"31103",10,2,8
2012-04-05 21:00:00,"31103",11,3,29
2012-04-05 22:00:00,"31103",9,3,31
2012-04-05 23:00:00,"31103",10,3,21
2012-04-06 00:00:00,"31103",13,4,8
2012-04-06 01:00:00,"31103",14,4,7
2012-04-06 02:00:00,"31103",11,0,22
2012-04-06 03:00:00,"31103",10,0,23
2012-04-06 04:00:00,"31103",8,0,33
2012-04-06 05:00:00,"31103",9,2,35
2012-04-06 06:00:00,"31103",10,1,32
2012-04-06 07:00:00,"31103",6,4,27
2012-04-06 08:00:00,"31103",5,2,19
2012-04-06 09:00:00,"31103",4,0,25
2012-04-06 10:00:00,"31103",4,5,9
2012-04-06 11:00:00,"31103",3,0,20
2012-04-06 12:00:00,"31103",3,8,30
2012-04-06 13:00:00,"31103",3,0,16
2012-04-06 14:00:00,"31103",3,0,15
2012-04-06 15:00:00,"31103",3,1,12
2012-04-06 16:00:00,"31103",3,0,12
2012-04-06 17:00:00,"31103",4,1,24
2012-04-06 18:00:00,"31103",5,4,28
2012-04-06 19:00:00,"31103",7,3,43
2012-04-06 20:00:00,"31103",7,1,2
2012-04-06 21:00:00,"31103",9,1,11
2012-04-06 22:00:00,"31103",11,3,25
2012-04-06 23:00:00,"31103",8,3,18
2012-04-07 00:00:00,"31103",9,3,23
2012-04-07 01:00:00,"31103",13,3,29
2012-04-07 02:00:00,"31103",11,3,6
2012-04-07 03:00:00,"31103",12,4,5
